window_id,dur_mean,dur_std,sbytes_mean,sbytes_std,dbytes_mean,dbytes_std,rate_mean,rate_std,sttl_mean,sttl_std,dttl_mean,dttl_std,sinpkt_mean,sinpkt_std,dinpkt_mean,dinpkt_std,smean_mean,smean_std,dmean_mean,dmean_std,service_-_mean,service_dhcp_mean,service_dns_mean,service_ftp_mean,service_ftp-data_mean,service_http_mean,service_irc_mean,service_pop3_mean,service_radius_mean,service_smtp_mean,service_snmp_mean,service_ssh_mean,service_ssl_mean,state_CON_mean,state_ECO_mean,state_FIN_mean,state_INT_mean,state_REQ_mean,state_RST_mean,proto_nunique,window_attack
485,0.35076670408848953,0.38650528830076497,6.896605038736231,1.9786905068610823,3.4772760528661864,2.9920919902619665,6.418551520190908,4.344057676596467,254.0,0.0,146.16,125.00333086471228,2.7934558812102273,2.415149631729691,2.798968488366296,2.5265493446360505,1.7583519976068902,0.18116876764740217,2.268201839568815,1.9481176482756235,0.95,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.42,0.0,0.0,3,1
486,0.36794911135514063,0.3158429678449782,6.6552389762686115,1.489842339159551,4.275560008241186,2.9106865307634373,5.647844545862732,4.029730723979435,254.0,0.0,173.88,117.13544607535641,3.301249416568847,2.389087050136402,3.4180210496545538,2.523614916318231,1.7152016488801827,0.13501993736933032,2.8323355441232096,1.9263513174261624,0.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.31,0.0,0.0,5,1
487,0.32790677574600946,0.42625822670057684,6.316284940768261,1.6592831685455387,3.0227847075630776,3.055849593656565,6.896332722935528,4.628472422476905,252.08,19.200000000000003,118.32,124.5444936923785,2.606256115711017,2.649886583779712,2.1542570483936654,2.4356405711112457,1.718787153220207,0.1476087447830241,2.037086151606192,2.069846522411946,0.98,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.46,0.5,0.0,0.0,4,1
488,0.29806162921430396,0.29091509386324743,6.886165453125077,1.3255436885695075,4.26737394238391,2.9701081440388313,6.070959246304749,3.95304518893869,254.0,0.0,169.44,118.38034234848898,2.7704638632919045,1.9102884604450319,2.9233296943809823,2.0729085311115667,1.7564549183714167,0.13653453042091349,2.8321871795939972,1.9705683463887493,0.9,0.0,0.02,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.67,0.32,0.0,0.0,3,1
489,0.4279924272798853,0.3342538610877693,6.978022806873407,1.5938566247207615,5.326587586609967,2.7159399356652814,4.579834873489655,3.1046764285734363,227.12,66.95713689979718,204.72,98.28818480736771,3.5614954446972265,1.7694417307453696,3.703672201356813,1.9851527792603358,1.717629357466204,0.1371899689006728,3.498369586336227,1.7769102848990508,0.72,0.0,0.0,0.02,0.0,0.2,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.8,0.18,0.0,0.0,5,1
490,0.5079154935844312,0.4036029271438761,6.728368157005801,1.3405220742994228,4.466368144666002,3.369980966604701,5.273940506684693,4.226987883807588,232.88,60.37747924516226,165.0,119.4456894461777,3.50161520756717,2.4135249118029445,3.311022917773391,2.488430747771886,1.732077745778016,0.10650681444881185,2.927375732737172,2.152302597412751,0.77,0.0,0.0,0.05,0.02,0.12,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.65,0.33,0.0,0.0,13,1
491,0.5473428142891046,0.36475166533596265,7.256835908850594,1.8447763732033398,5.6256683018196645,3.0035761941211234,4.384719741386377,3.3713923746398904,202.16,85.66964032098694,195.12,102.5297473463633,3.886736111374816,2.07114602141752,3.708352787009215,2.2533709087633147,1.7491919666278226,0.17171689488232397,3.661472783119933,1.8960539450377674,0.66,0.0,0.0,0.04,0.02,0.2,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.76,0.17,0.01,0.0,4,1
492,0.3819781267657594,0.47247358768072306,6.695327000780023,1.922422692104007,3.089816380707256,3.436788363857586,6.970041227709727,4.713621182068932,215.6,77.18690421190746,114.0,125.59675734088623,2.6921513329650684,2.7532932352609505,2.2822887676639003,2.6445999150554225,1.7486581369483303,0.1520030302824114,2.012649089626088,2.2549197602537783,0.75,0.0,0.0,0.03,0.03,0.15,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.45,0.5,0.04,0.0,10,1
493,0.21838398059015998,0.23875776207570087,6.250541657533244,1.4376971241308143,3.269999191630603,3.395654405326086,6.965596607754489,4.516272912139983,206.12,89.02017476477742,126.0,126.63476472266072,2.0547763131921926,2.084862175793107,2.1904497649177523,2.2298214910153518,1.730253637667539,0.12051699570391175,2.1721825395459184,2.2630326051603045,0.78,0.0,0.0,0.0,0.0,0.16,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,16,1
494,0.22096108357983035,0.23958244613149626,6.209022590322359,1.3895033316819578,3.417102060746547,3.6700554698797307,7.391371379936314,4.385318935462403,210.52,82.71045760954173,123.48,126.60943523651423,2.2434157560013377,2.313602652397146,2.0776674523022844,2.2438906219610297,1.7072920493234072,0.11822235458110951,2.2522755479562897,2.421464326047095,0.78,0.0,0.0,0.01,0.02,0.14,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.49,0.5,0.01,0.0,16,1
495,0.2481008324883241,0.3047999847470585,6.6261294640133,1.2651940786127773,3.5733365735384877,3.759537576392981,7.2702637899183244,4.13807635190003,202.16,85.66964032098696,126.0,126.63476472266072,2.1879405330323434,2.013369291664954,1.934702907694569,1.9987104600442942,1.7555413438127736,0.11220725851769675,2.357300977903798,2.466476598300055,0.62,0.0,0.0,0.04,0.01,0.28,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,6,1
496,0.1846569659352688,0.26158897141358467,6.558192197245918,1.2850720413865024,2.851329657786761,3.2451197711209687,7.843713070872536,4.146125523584554,227.12,66.9571368997972,111.48,125.32773037121514,1.8341196031472327,1.938605327011852,1.725607537964596,1.981410267630612,1.7748139820116617,0.13104542787656892,1.9122106517317539,2.175235533542332,0.79,0.0,0.01,0.01,0.01,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.44,0.55,0.0,0.0,4,1
497,0.28273697156072275,0.28099181539324936,6.667813594000992,1.5223591837635813,4.7501650953349746,3.446378662437589,6.296792982562169,3.955671254267884,194.48,89.24605415265249,173.88,117.13544607535641,2.680654931649282,1.940631919337985,2.8387552885388136,2.03948044827587,1.723689010869596,0.12902859517626933,3.139721138147369,2.2641235991207123,0.64,0.0,0.0,0.02,0.04,0.22,0.0,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.69,0.31,0.0,0.0,3,1
498,0.2700861828214443,0.2941125327418781,6.80811114259051,1.7805809585528851,4.075356712413698,3.6978084635917816,7.031356330459099,4.272938481788315,200.24,86.64208509200891,146.16,125.00333086471227,2.3722137399021634,2.025442786030168,2.3315389153121053,2.057298777302769,1.7601048714011187,0.14209413405812452,2.6557853949206116,2.3875088692618975,0.6,0.01,0.02,0.02,0.02,0.24,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.58,0.42,0.0,0.0,3,1
499,0.2476715406107784,0.2743466468009433,6.514103346090885,1.2923293387516068,3.709714118377316,3.3263953942560867,6.9760616964712945,4.163031188088147,217.52,75.70123092550322,139.8,124.94507884375732,2.3689384598666927,2.134770479459789,2.346533504171082,2.254721815262486,1.7303389400000273,0.12907508011377483,2.467753815651583,2.2229360224586703,0.74,0.0,0.02,0.03,0.07,0.08,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.02,0.0,0.55,0.43,0.0,0.0,5,1
500,0.3366619263047193,0.33118318140446557,6.748693834471733,1.562598164858992,4.519372145720716,3.609255948130254,6.308297754861045,4.137364795211504,221.36,72.48483226917828,159.36,121.63827148931823,2.768443673748002,2.078721514355353,2.771253930609181,2.1608788117651994,1.7391430059202007,0.11898713950004734,2.980353974396703,2.356022420075981,0.74,0.0,0.01,0.01,0.01,0.18,0.0,0.02,0.0,0.02,0.01,0.0,0.0,0.01,0.0,0.63,0.35,0.01,0.0,5,1
501,0.24949636523149832,0.23193362622823577,6.414309131047739,1.025067035236785,3.38874275631208,3.402454065158511,6.922706392315397,4.469463336664507,242.48,45.82718526258087,131.04,126.53341635530693,2.5659394884289846,2.2736680275708365,2.2650468490298836,2.297533008978235,1.7411519294513544,0.12015141303010735,2.234348607552097,2.2220218396288502,0.92,0.0,0.0,0.01,0.01,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.0,0.0,8,1
502,0.20344478939756008,0.31617938375219434,5.892240645235583,0.8550183314400694,2.584362500888176,3.2833978658843184,8.369611842587336,4.3644236441642015,240.56,49.23502079543862,100.8,124.07622290716739,1.7828072615869848,2.2199345590740838,1.7986667384467565,2.27928602029466,1.6981090609703637,0.056041500899945716,1.686543419403289,2.120848293417748,0.87,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,16,1
503,0.201835452870332,0.32066792493880714,5.941713835425346,1.0733399147773999,2.568393548871656,3.2911154841026447,8.49548965848826,4.371766898955984,236.72,55.223710322815,98.28,123.53219676004974,1.788126161680498,2.3351942326031354,1.835870216333998,2.438687689742821,1.7046409151092177,0.07783478593902002,1.7028887243062425,2.186165024640722,0.9,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.39,0.61,0.0,0.0,13,1
504,0.228857052135767,0.35752104568882276,6.102184198881929,1.2481503575030797,2.687451382315459,3.3845749793217803,8.259076800497775,4.3762862925796355,229.04,64.89555244600916,103.32,124.56638974677502,1.8375725743694895,2.246818889787886,1.8666591967793287,2.4004780596737842,1.7126488876333825,0.08917262212240903,1.7338447357479976,2.1549632633622227,0.78,0.0,0.0,0.02,0.01,0.13,0.0,0.02,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.41,0.59,0.0,0.0,14,1
505,0.5624497605214824,0.35349507664075164,7.209876676827031,1.0783158615687023,5.924373966020633,2.214776413157488,3.655306095219031,2.6137125374882446,227.12,66.95713689979722,226.8,75.98085883359643,4.362763688731309,1.7425682614680023,4.487820246770442,1.8112461373725306,1.7512727575238005,0.13196178594738878,3.9178546621340375,1.4617482038571867,0.68,0.0,0.0,0.07,0.01,0.2,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,3,1
506,0.5154870133907778,0.3585528962110432,7.264180152107507,1.6690579784782036,5.054950240870654,2.9514492533361354,4.915276500220697,3.8991495546928325,227.12,66.95713689979718,194.04,106.58405133977595,3.6348452600214642,2.0796635583918754,3.8447790102526285,2.2021855392997876,1.7758968375139184,0.15185380517724692,3.2607829406984172,1.8745853944262494,0.74,0.0,0.0,0.04,0.0,0.17,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.77,0.23,0.0,0.0,8,1
507,0.38774277818408037,0.3833467588389238,6.712634235355921,1.7638155918074343,3.801177470908677,3.423636459794419,6.613033095199987,4.617511063998674,229.04,64.89555244600918,137.88,124.67843729880772,2.832849595065249,2.673899709695252,2.8688566349156663,2.7427217330437617,1.7608430160629651,0.13361793386738233,2.492789536236084,2.2464292796245826,0.83,0.0,0.0,0.02,0.02,0.11,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.54,0.43,0.0,0.0,17,1
508,0.4304176296672865,0.49922938898490593,6.426286132662929,1.313499461423549,3.1343531319533025,3.499369324693998,6.675230233217863,4.89793583766593,223.28,70.74296624207437,116.52,125.8142353558683,2.901429793257529,2.696765853842531,2.2506052019529714,2.5260717391761616,1.7213629665634662,0.10333201100376325,2.0708400541167524,2.2747398527893647,0.74,0.0,0.0,0.04,0.03,0.15,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.46,0.5,0.03,0.0,19,1
509,0.21470230284731073,0.32797606678073854,6.153065617350587,1.3323502256634017,2.2043807181617274,3.04776288037205,8.694763468466181,4.429394940199987,244.4,42.05623940305734,88.2,120.80186633115777,1.6809914964969774,2.261223965322881,1.6597448411708444,2.2873278583461665,1.7449284376455378,0.10016592188833741,1.452590532189582,2.011461771610004,0.88,0.0,0.0,0.02,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.64,0.01,0.0,24,1
510,0.22448271363002484,0.3887903807923814,6.037255640117483,1.330135819252307,1.6386710035281646,2.8128779726945545,9.174353972567742,4.492531617686391,244.4,42.05623940305734,65.52,111.09268857375564,1.5613065908543737,2.5028575152248393,1.3376727452839146,2.3020427002142054,1.7505633380165586,0.10163947519981428,1.0628020225482773,1.8231140180792413,0.9,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.26,0.73,0.01,0.0,27,1
511,0.24590884871669386,0.3688547470333727,6.474137956785695,1.7464325832865895,2.6980343357356897,3.56911550929626,8.504014102242303,4.388167564436072,238.64,52.350705474103826,96.36,122.60748901937579,1.6861232727574273,2.194230544232677,1.7622411832558436,2.30732455566836,1.7651444966755465,0.13003187466107968,1.7372262280224586,2.2550463582358504,0.89,0.0,0.0,0.01,0.0,0.07,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.38,0.6,0.01,0.0,19,1
512,0.18263166081042093,0.2761184368898602,6.153551501223421,1.3387116388486127,2.380454535299951,3.3207341585330434,9.022225378790399,4.2968723317139625,238.64,52.35070547410382,90.72,121.5693741337543,1.4982464256386567,2.039741511576651,1.5939008010757871,2.175481246904083,1.7393659408090416,0.13383621446201996,1.5281791415049608,2.0978972500943294,0.87,0.0,0.0,0.01,0.01,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.36,0.64,0.0,0.0,17,1
513,0.21653768957308078,0.3232321712345739,6.580574874573981,1.8630457869622115,3.0191790625753585,3.8398371057006364,8.748565448141395,4.311632547736207,221.36,72.48483226917828,103.32,124.56638974677502,1.612963383240472,2.0056850356765277,1.700651227948012,2.099201115122712,1.77214996452413,0.14605897945663748,1.9012155102000106,2.4026516681437524,0.75,0.0,0.0,0.04,0.03,0.11,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.4,0.59,0.0,0.0,5,1
514,0.17031369357815065,0.267145981304783,6.271882016778945,1.3490062813502697,2.742532627414218,3.94983125288526,9.312790031003509,4.152553989118504,223.28,70.74296624207436,90.72,121.5693741337543,1.417814047020015,2.0073911651736247,1.4328547850493254,2.072896300774045,1.749488117657634,0.12551927786080905,1.7265439181553293,2.428270040048677,0.77,0.0,0.0,0.02,0.03,0.11,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.36,0.64,0.0,0.0,5,1
515,0.1820858264784512,0.24992888363016558,6.192522953899365,1.3786312655282913,3.142357902037635,3.812781065152913,8.452427554382385,4.113998501133842,215.6,77.18690421190747,108.36,125.38760269297325,1.654183552732801,1.9394509600452814,1.6773175668263247,1.9850403975862803,1.7253447049837578,0.10507891371230671,2.034314856942296,2.467923238687177,0.76,0.0,0.0,0.01,0.02,0.12,0.0,0.01,0.0,0.07,0.01,0.0,0.0,0.0,0.0,0.43,0.57,0.0,0.0,8,1
516,0.28146223468247744,0.3579603059503019,6.368475594466886,1.0985495346801133,3.217649699542978,3.2920351019786773,6.92149567529915,4.341947850080735,225.2,68.90309400626624,126.0,126.63476472266072,2.5055499341772016,2.4105656081945117,2.318096244424255,2.525691938952851,1.7204474105050283,0.1281268817691866,2.1346468303584967,2.1909920740030175,0.78,0.0,0.0,0.01,0.03,0.14,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,12,1
517,0.23431488566157951,0.3075739748499215,6.094791743520386,1.4649228843037423,3.219727027170224,3.5637082616378297,7.096620639519813,4.663551715035745,203.58,91.2363098904391,118.44,126.40661662774117,2.0334322226203696,2.237982858985724,2.0624485537855834,2.3129035923220047,1.698663190109993,0.11382633297447271,2.092802379674435,2.301883513137644,0.81,0.01,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.47,0.53,0.0,0.0,8,1
518,0.2591482159209501,0.3166876805272474,6.3130343921387695,1.4586019810280777,3.2298891744173823,3.4701925080801406,7.589737837030923,4.628983672852497,223.28,70.74296624207437,120.96,126.53341635530691,2.246432644929259,2.2684654870152756,2.1478230513326513,2.3488953169238593,1.727303755690321,0.11983239649584436,2.1264841762438422,2.294455591969515,0.8,0.0,0.0,0.0,0.03,0.11,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.0,0.0,13,1
519,0.25137997407957985,0.3148764016831088,6.300211862029508,1.3314534783719236,3.351100849774342,3.594024241709715,7.515222984997503,4.423064376304665,213.68,78.5971547021438,123.48,126.60943523651423,2.1993186596744376,2.2667171178101366,2.09841706270996,2.2316168298889365,1.722958023890845,0.11963687895835308,2.202811628213285,2.3617132324545915,0.74,0.0,0.0,0.02,0.03,0.15,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.0,0.0,11,1
520,0.2137476361082355,0.31743340603110043,6.141985755148428,1.0023744434715478,2.6577666000653153,3.462579160516289,8.36383561993153,4.381772133065549,236.72,55.22371032281497,98.28,123.5321967600497,1.80744739536212,2.25317809571553,1.7747603481515406,2.314541782786438,1.737402705738105,0.105869425960815,1.7692241029855313,2.294939553171274,0.88,0.0,0.0,0.0,0.04,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.61,0.0,0.0,13,1
521,0.25649304411511054,0.2805303391283283,6.34447608616331,1.2707137579872576,3.7261078072403495,3.4199793632934328,7.170676632859564,4.2614725593543294,223.28,70.74296624207436,141.12,125.71968819560443,2.305654551427041,2.1106699200920818,2.4388244959245307,2.2313202645716523,1.7192964235692747,0.09662190012355952,2.458803271726801,2.2639496699877206,0.78,0.0,0.0,0.04,0.01,0.14,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.56,0.44,0.0,0.0,9,1
522,0.2777341695340632,0.35205208438872115,6.334853059369622,1.3172548578387906,3.4668774049143902,3.532418609517454,7.2764109410058815,4.371341242633876,236.72,55.22371032281498,131.04,126.53341635530694,2.3251776333631713,2.303016914765649,2.3424982662626856,2.3862650515889463,1.722392427816252,0.10956641821783343,2.2948573974598965,2.331727067629526,0.87,0.0,0.0,0.01,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.0,0.0,13,1
523,0.33143246273007426,0.3947876363889062,6.398190001106823,1.135263822594544,3.388505665343555,3.128511168879439,6.708575613658663,4.620875986602363,236.72,55.22371032281497,136.68,125.71708497473783,2.7044821878848673,2.4535582093268786,2.528104754636959,2.46327636841195,1.7246094581724893,0.1190492033285837,2.233929827250187,2.0554716553594745,0.78,0.0,0.0,0.01,0.02,0.17,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.54,0.45,0.0,0.0,11,1
524,0.2727114477495263,0.2568518813867342,6.794855633832563,1.6941305373110838,3.929143065387781,3.1699787996646562,6.768417213292012,4.239061622174191,238.64,52.35070547410382,156.24,122.93359626606998,2.4698100767706657,2.0099141443127357,2.723995845458019,2.200597054920916,1.767237035056867,0.12932386217045483,2.5896078882173246,2.098698097754873,0.73,0.0,0.0,0.02,0.0,0.22,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.62,0.38,0.0,0.0,10,1
525,0.3747603951239313,0.3943982912502068,6.532060955164569,1.530802557621789,4.227084427861033,3.6181485534373072,6.6237470131718466,4.643234475340073,219.44,74.13560057575087,146.04,123.14727325073386,2.7373009327774374,2.4986511170923102,2.8260379999619567,2.594368321878652,1.7349324895089844,0.11021784992230522,2.795576961798761,2.3868959224172857,0.77,0.0,0.0,0.02,0.02,0.14,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.57,0.39,0.0,0.0,10,1
526,0.34246133534820766,0.3128706589152552,6.689440026257189,1.7426951309152978,4.084985100155209,3.3032022225643445,6.549682435793513,4.4292677044377085,217.52,75.70123092550321,150.48,122.80858720345697,2.5859687810872907,2.2287506482475727,2.7792045528749463,2.365703478170728,1.7476431418455534,0.14021785024282737,2.683464272492294,2.1745650685961335,0.72,0.0,0.01,0.03,0.04,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.59,0.38,0.0,0.0,5,1
527,0.5050256645901765,0.45139016213168126,7.082144966291805,1.9912944077646553,5.230992014591855,3.9623025288233276,5.678503264634444,4.231759400028466,188.72,91.41028388534848,166.2,118.06161719435089,3.289097857239098,2.2940058622659496,2.920417230628817,2.328758895141323,1.7383822726741431,0.15234948021813213,3.3298003760156485,2.4304649014578588,0.61,0.0,0.0,0.03,0.06,0.18,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.05,0.0,0.64,0.31,0.0,0.0,5,1
528,0.43510942836430494,0.4312388716258966,6.721047808542054,1.6912952507787242,4.266831795171385,3.716972710933619,6.155332313689413,4.49483278121457,211.76,79.93597437949948,149.28,123.9861575851404,3.056786610569702,2.440591559954671,2.688881275813897,2.3483409337646175,1.7308381633394228,0.1335690254926769,2.752547599646235,2.3807687762726784,0.64,0.0,0.01,0.08,0.03,0.2,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.59,0.37,0.03,0.0,5,1
529,0.4578395077685616,0.3676040689942413,7.510299257401065,2.062644276348318,5.205060993996177,3.3966087932632933,5.555282564897633,3.9431006209713018,202.16,85.66964032098696,183.96,112.44140292129538,3.1573391120798986,2.02975617734831,3.236887772502491,2.121715416748824,1.7849395613201018,0.17589149026614337,3.2893297727896527,2.1661601311952325,0.62,0.0,0.0,0.05,0.02,0.21,0.0,0.01,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.73,0.25,0.02,0.0,4,1
530,0.3970002060567132,0.36067794490787564,7.110788636716571,1.749257050912901,4.7997023476071305,3.507673874057123,5.767765185322352,3.933676723184677,196.4,88.42870780259294,169.44,118.380342348489,3.0045415002038323,2.0806353179264674,2.90663695569508,2.231662100270083,1.7423465818841604,0.16301637013197762,3.0985645657840992,2.2824564068350837,0.62,0.0,0.02,0.05,0.04,0.16,0.0,0.04,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.67,0.32,0.0,0.0,5,1
531,0.460750118601766,0.4001774030600396,7.121592335009836,1.6726127520869427,5.356360323050953,3.5830712327651435,5.444602656765608,3.7553875661583374,190.64,90.73566002405009,182.64,112.08542196995032,3.231842244689478,2.0351115345340864,3.2662539976250544,2.145127595335114,1.7402594933111895,0.1505994278414663,3.3595995045364595,2.1683482090346553,0.62,0.0,0.03,0.04,0.03,0.14,0.0,0.03,0.0,0.11,0.0,0.0,0.0,0.03,0.0,0.71,0.26,0.0,0.0,3,1
532,0.36847031978839745,0.3964464796063348,6.712566562870384,1.8775498698905582,4.115424095657612,3.318718368483675,6.32257376201762,4.45697438570782,227.12,66.95713689979719,149.16,122.11773752482405,2.921450963919613,2.449414716380328,2.7181182164983135,2.5236661884280736,1.736289669074112,0.1503778281461632,2.6877850860576724,2.154824354733215,0.74,0.0,0.02,0.02,0.01,0.14,0.0,0.01,0.0,0.05,0.0,0.0,0.01,0.05,0.0,0.58,0.35,0.02,0.0,8,1
533,0.2878760671623628,0.3381207936168968,6.321593699755705,1.5413014614582548,3.247948782340558,3.5286072029411093,6.947742308556974,4.569480018171484,216.28,78.71699468682257,120.96,126.53341635530693,2.4322059498753457,2.35625854852405,2.1297098540521846,2.3192647229768135,1.7147765570155316,0.12283801488078461,2.1299257566909917,2.315418882015499,0.7,0.0,0.0,0.06,0.01,0.16,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.0,0.0,17,1
534,0.26055606638502093,0.35136610125083495,6.288493168898822,1.5842476182487206,2.359758042201568,3.1630121879004274,7.95944302234403,4.637343494398796,242.48,45.827185262580876,93.24,122.27961994766525,2.185056955648449,2.6384669830540144,1.8754574035464389,2.629228128784594,1.736589617527024,0.12964089942199644,1.5384174849859138,2.059156977924314,0.91,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.37,0.59,0.04,0.0,17,1
535,0.40423472635648094,0.38672932722573405,6.780739939177319,1.9610948682663603,4.583173450173825,3.3780623931965996,5.848168527538395,4.185928517470387,209.84,81.20689625887692,166.92,119.2838631165172,3.034594166701453,2.2815036834508864,3.195695887498079,2.410857557337552,1.7257139038911222,0.13751798615475425,2.9635672270821174,2.1813853986349,0.69,0.0,0.02,0.0,0.06,0.15,0.0,0.02,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.66,0.33,0.0,0.0,8,1
536,0.31092262965001916,0.34467801195111164,6.265959793093917,1.5739663325025544,3.6067539279555323,3.7308478081264713,6.192992887106195,4.562813786241763,197.2,95.02365468395197,128.52,126.60943523651423,2.4958158580671355,2.4355162956949905,2.342578497195288,2.4680593129806105,1.7031360977736583,0.11876585524735334,2.3400828547634025,2.412404566062822,0.69,0.0,0.01,0.05,0.02,0.16,0.01,0.01,0.0,0.04,0.0,0.0,0.01,0.0,0.0,0.51,0.48,0.01,0.0,17,1
537,0.31858231267912623,0.34853096924113713,6.418830259265542,1.6030768536034266,3.364947335844191,3.6231660260718352,6.811713000788529,4.492849167418714,222.04,74.05866088800995,123.48,126.60943523651426,2.5985884045661036,2.515935889919157,2.351762297933103,2.6115868087561642,1.7167605392207699,0.129734178520291,2.1715420204851723,2.3175871107534514,0.79,0.01,0.0,0.03,0.0,0.1,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.48,0.51,0.0,0.0,16,1
538,0.28937596089108186,0.37946666127919626,6.272363229651487,1.491580463679658,2.7463125649611584,3.3451019912723208,7.362686977674625,4.893244162029284,218.88,78.7499918229914,105.84,125.00333086471228,2.2816126187930434,2.608324511384678,2.086647709092733,2.577397785963833,1.73553755434419,0.13010795896352265,1.8049766864591033,2.2012673505335747,0.8,0.0,0.0,0.01,0.02,0.14,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.42,0.58,0.0,0.0,23,1
539,0.32441462116127406,0.4015375084997598,6.620235761940851,1.9161159335810718,2.9633857380598436,3.574883087121713,7.574308386560158,4.643002665969598,221.36,72.4848322691783,106.44,124.63363036589207,2.442123034839636,2.7114027185499974,1.8693369201084686,2.263975354653814,1.7610546378965142,0.14385142338092335,1.900212817341746,2.2927695768012577,0.73,0.0,0.0,0.03,0.0,0.15,0.0,0.01,0.0,0.07,0.01,0.0,0.0,0.01,0.0,0.42,0.53,0.04,0.0,16,1
540,0.2677127874167456,0.35659542248386156,6.49230486734274,1.6074434706544536,3.3731184737931112,3.5913496345654474,7.505978745484688,4.308156304427484,215.6,77.18690421190749,123.48,126.6094352365142,2.151123366501664,2.2567060868182023,2.0769701140061003,2.1893021328695808,1.7427484871071062,0.1193197546226983,2.2269175886428316,2.3892904752088424,0.7,0.0,0.01,0.04,0.01,0.2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.02,0.0,10,1
